Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR,Estimated_Production_tons,Yield_per_Fertilizer_kg,Yield_per_Pesticide_kg,Profit_per_hectare_INR,Production_per_hectare,Fertilizer_per_hectare,Pesticide_per_hectare,Fertilizer_Use_Flag,Pesticide_Use_Flag,Analytical_Resource_Risk
922,Punjab,Amritsar,2015,Zaid,Wheat,1189.34,34.6,38.3,Laterite,Tube Well,374.66,50.56,3653.24,1.49,33169.76,94027.0,5443.3276,0.003976939091442908,0.029469936708860757,25.73797505775695,1.49,0.10255553974006637,0.013839769629151111,Higher relative use,Higher relative use,True
1226,Tamil Nadu,Salem,2015,Zaid,Wheat,1904.75,37.6,80.5,Laterite,Rain-fed,408.9,57.8,4447.69,2.06,19550.18,136989.0,9162.241399999999,0.0050379065786255815,0.0356401384083045,30.80003327570042,2.06,0.09193536420029275,0.012995510028801468,Higher relative use,Higher relative use,True
1381,West Bengal,Howrah,2015,Kharif,Maize,1712.54,18.2,36.9,Sandy,Canal,424.77,54.63,1690.31,1.51,45334.04,28318.0,2552.3681,0.003554864985756998,0.027640490572945268,16.753139956576014,1.5100000000000002,0.2512970993486402,0.03231951535517154,Higher relative use,Higher relative use,True
1405,West Bengal,Siliguri,2015,Zaid,Millets,2177.33,31.1,75.2,Sandy,Drip,419.82,52.31,3764.09,1.68,63618.72,111079.0,6323.6712,0.004001715020723167,0.03211623016631619,29.510187057163883,1.68,0.11153293359085462,0.013897117231522094,Higher relative use,Higher relative use,True
1478,Uttarakhand,Nainital,2016,Rabi,Millets,848.39,21.8,66.5,Sandy,Canal,426.2,48.69,588.68,1.82,63904.3,9849.0,1071.3976,0.004270295635851713,0.03737933867323886,16.73065162736971,1.8200000000000003,0.7239926615478699,0.08271047088401169,Higher relative use,Higher relative use,True
1524,Uttarakhand,Pauri,2016,Rabi,Barley,629.91,21.7,40.0,Laterite,Drip,397.57,56.11,3917.75,2.93,53276.45,108268.0,11479.007500000002,0.007369771361018186,0.05221885581892711,27.635249824516624,2.9300000000000006,0.10147916533724714,0.014321996043647502,Higher relative use,Higher relative use,True
1539,Uttar Pradesh,Lucknow,2016,Zaid,Sugarcane,1165.82,33.2,43.8,Sandy,Rain-fed,447.97,59.01,613.57,2.53,23534.8,12879.0,1552.3321,0.0056476996227425936,0.04287408913743433,20.99027005883599,2.53,0.7301041445963785,0.0961748455758919,Higher relative use,Higher relative use,True
1556,Uttar Pradesh,Kanpur,2016,Rabi,Wheat,765.57,36.9,67.5,Sandy,Drip,354.0,54.56,2585.56,2.7,36904.34,101357.0,6981.012000000001,0.007627118644067797,0.04948680351906159,39.201178854870896,2.7,0.13691424681693715,0.021101811599808167,Higher relative use,Higher relative use,True
1659,Punjab,Patiala,2016,Kharif,Cotton,1205.0,29.0,45.4,Red,Canal,354.19,53.44,3265.98,1.86,62125.49,96765.0,6074.7228000000005,0.005251418730060137,0.03480538922155689,29.628166737089632,1.86,0.10844830648075003,0.0163626231636446,Higher relative use,Higher relative use,True
1691,Punjab,Jalandhar,2016,Rabi,Wheat,1323.72,28.8,63.5,Sandy,Drip,409.3,57.85,421.39,2.36,19961.8,9603.0,994.4803999999999,0.00576594185194234,0.04079515989628349,22.788865421580958,2.36,0.9713092384726738,0.1372837513941954,Higher relative use,Higher relative use,True
1727,Maharashtra,Pune,2016,Rabi,Rice,600.59,31.1,36.8,Alluvial,Tube Well,447.68,48.93,3393.96,2.36,12958.74,82171.0,8009.745599999999,0.005271622587562545,0.04823216840384222,24.21095121922474,2.36,0.13190491343445415,0.014416787469504649,Higher relative use,Higher relative use,True
1799,Maharashtra,Kolhapur,2016,Zaid,Maize,1592.58,22.7,63.0,Red,Rain-fed,434.69,47.57,1121.05,1.48,41941.55,14744.999999999998,1659.154,0.0034047252064689777,0.03111204540676897,13.152847776637973,1.48,0.3877525534097498,0.04243343294233085,Higher relative use,Higher relative use,True
1835,Karnataka,Mysuru,2016,Rabi,Wheat,2097.37,23.5,68.7,Sandy,Drip,375.81,57.74,4528.8,1.34,59500.58,72010.0,6068.592000000001,0.0035656315691439825,0.023207481815032908,15.900459282812223,1.34,0.08298224695283518,0.012749514220102455,Higher relative use,Higher relative use,True
1846,Karnataka,Hubli,2016,Kharif,Barley,505.77,24.5,61.4,Sandy,Rain-fed,392.09,53.61,3974.51,2.05,58475.97,128954.0,8147.7455,0.005228391440740646,0.03823913448983398,32.445257402799335,2.05,0.09865115448193612,0.013488455180638619,Higher relative use,Higher relative use,True
1877,Karnataka,Mangalore,2016,Kharif,Sugarcane,1455.46,28.0,51.6,Alluvial,Sprinkler,362.09,50.17,137.19,2.3,34153.3,4643.0,315.537,0.0063520119307354525,0.04584412995814231,33.84357460456302,2.3,2.6393323128507906,0.3656972082513303,Higher relative use,Higher relative use,True
1924,Tamil Nadu,Coimbatore,2016,Zaid,Barley,2172.91,25.7,50.6,Black,Tube Well,382.7,49.68,212.43,2.72,61947.8,10110.0,577.8096,0.00710739482623465,0.05475040257648954,47.592148001694675,2.72,1.8015346231699854,0.2338652732664878,Higher relative use,Higher relative use,True
1950,Tamil Nadu,Salem,2016,Rabi,Maize,1938.42,34.6,46.9,Laterite,Rain-fed,441.45,50.64,2636.17,2.95,13552.82,113773.0,7776.701500000001,0.006682523502095368,0.05825434439178515,43.15844577550006,2.95,0.16745885128804286,0.01920968678044284,Higher relative use,Higher relative use,True
1981,Rajasthan,Jaipur,2016,Rabi,Maize,790.04,18.1,55.4,Red,Rain-fed,355.9,53.52,2962.29,1.79,26036.06,76493.0,5302.4991,0.005029502669289127,0.033445440956651716,25.822252379071596,1.79,0.12014353760097761,0.01806710349088037,Higher relative use,Higher relative use,True
2031,Rajasthan,Udaipur,2016,Rabi,Pulses,1191.54,26.4,61.2,Red,Tube Well,386.88,54.62,2297.62,2.8,18573.69,80192.0,6433.335999999999,0.007237386269644334,0.05126327352618089,34.902203149345844,2.8,0.16838293538531177,0.02377242537930554,Higher relative use,Higher relative use,True
2060,Rajasthan,Ajmer,2016,Zaid,Maize,1570.69,25.6,69.0,Alluvial,Canal,361.64,57.5,249.34,2.61,26362.47,8935.0,650.7774,0.007217121999778786,0.04539130434782609,35.83460335285153,2.61,1.4503890270313626,0.23060880725114302,Higher relative use,Higher relative use,True
2067,Rajasthan,Ajmer,2016,Kharif,Millets,1710.41,25.6,58.4,Laterite,Drip,443.01,58.72,3154.86,2.93,22918.19,134866.0,9243.739800000001,0.006613846188573622,0.04989782016348774,42.74864811750759,2.93,0.1404214450086533,0.018612553330417198,Higher relative use,Higher relative use,True
2131,West Bengal,Siliguri,2016,Rabi,Rice,1374.52,37.8,56.3,Sandy,Rain-fed,392.58,51.48,894.77,1.58,43500.63,23308.0,1413.7366,0.00402465739467115,0.030691530691530695,26.04915229612079,1.58,0.43874962280809593,0.05753433843334041,Higher relative use,Higher relative use,True
2198,Uttarakhand,Nainital,2017,Rabi,Rice,1143.07,26.6,74.0,Laterite,Sprinkler,370.42,51.74,1165.8,2.13,39941.83,27164.0,2483.154,0.00575022946925112,0.0411673753382296,23.300737690856064,2.13,0.3177388917481558,0.044381540572997084,Higher relative use,Higher relative use,True
2201,Uttarakhand,Nainital,2017,Zaid,Rice,940.37,18.8,86.9,Sandy,Canal,385.04,52.93,4575.66,1.43,20082.48,96776.0,6543.193799999999,0.0037138998545605648,0.02701681466087285,21.150172871236062,1.43,0.08414960901815258,0.011567730119807853,Higher relative use,Higher relative use,True
2257,Uttar Pradesh,Lucknow,2017,Rabi,Millets,611.92,28.9,38.7,Red,Rain-fed,405.54,51.39,4151.4,2.16,44285.07,151800.0,8967.024,0.005326231691078562,0.04203152364273205,36.56597774244833,2.16,0.09768752709929182,0.012378956496603557,Higher relative use,Higher relative use,True
2273,Uttar Pradesh,Kanpur,2017,Zaid,Sugarcane,556.6,38.0,42.6,Red,Canal,378.54,49.06,1643.8,2.36,24608.32,57972.0,3879.3679999999995,0.006234479843609657,0.048104362005707293,35.2670641197226,2.36,0.2302834894756053,0.029845479985399687,Higher relative use,Higher relative use,True
2498,Maharashtra,Aurangabad,2017,Zaid,Maize,1479.49,22.8,74.5,Sandy,Sprinkler,418.98,52.45,2892.93,2.13,38075.17,64919.00000000001,6161.9409,0.005083774881855936,0.04061010486177311,22.440570632542098,2.13,0.14482894504879137,0.018130407579858485,Higher relative use,Higher relative use,True
2741,Rajasthan,Udaipur,2017,Rabi,Barley,1763.95,32.9,73.2,Alluvial,Drip,432.29,56.85,3118.76,2.44,63508.76,106847.0,7609.7744,0.005644359110782113,0.042919964819700965,34.25944926829894,2.44,0.1386095756005592,0.018228398466057023,Higher relative use,Higher relative use,True
2785,Rajasthan,Ajmer,2017,Kharif,Maize,1404.26,34.2,64.8,Sandy,Tube Well,365.68,57.92,2606.04,2.86,19084.21,128606.0,7453.274399999999,0.007821045723036534,0.04937845303867403,49.34920415649798,2.86,0.14032017927583615,0.022225292013936856,Higher relative use,Higher relative use,True
2798,West Bengal,Kolkata,2017,Zaid,Sugarcane,1815.77,25.9,49.0,Red,Rain-fed,399.37,57.26,2862.32,1.58,15191.69,46313.0,4522.4656,0.0039562310639256835,0.027593433461404124,16.180231420665752,1.58,0.13952667766007992,0.020004751390480448,Higher relative use,Higher relative use,True
2900,Uttarakhand,Haridwar,2018,Kharif,Sugarcane,1108.76,32.6,77.2,Laterite,Sprinkler,390.48,48.72,1390.25,2.28,41591.43,42577.0,3169.7699999999995,0.0058389674247080504,0.046798029556650245,30.62542708146017,2.28,0.28087034705988134,0.03504405682431217,Higher relative use,Higher relative use,True
2937,Uttarakhand,Almora,2018,Kharif,Sugarcane,672.1,20.8,81.6,Alluvial,Rain-fed,366.35,54.66,3891.52,1.49,47854.92,51883.00000000001,5798.3648,0.00406714890132387,0.02725942188071716,13.332322588602914,1.49,0.09414059287887509,0.014045925499547734,Higher relative use,Higher relative use,True
2975,Uttar Pradesh,Lucknow,2018,Kharif,Millets,1898.55,23.5,43.3,Red,Tube Well,387.87,55.41,541.5,2.07,61593.83,12216.0,1120.905,0.005336839662773609,0.03735787763941527,22.559556786703602,2.07,0.7162880886426592,0.10232686980609418,Higher relative use,Higher relative use,True
2989,Uttar Pradesh,Kanpur,2018,Rabi,Maize,1384.49,35.4,44.8,Alluvial,Rain-fed,421.35,48.86,1848.39,2.25,57254.67,55195.00000000001,4158.8775000000005,0.005339978640085439,0.046049938600081865,29.861122382181254,2.25,0.2279551393374775,0.026433815374461017,Higher relative use,Higher relative use,True
3002,Uttar Pradesh,Kanpur,2018,Zaid,Cotton,1327.38,26.9,56.1,Laterite,Rain-fed,375.93,48.2,4595.53,1.79,41059.08,112103.0,8225.9987,0.004761524751948501,0.03713692946058091,24.39392191977857,1.79,0.08180340461274326,0.010488452909675273,Higher relative use,Higher relative use,True
3104,Punjab,Patiala,2018,Zaid,Sugarcane,1199.67,23.6,70.8,Red,Sprinkler,405.16,49.22,2764.28,1.9,54027.45,65409.0,5252.1320000000005,0.004689505380590384,0.038602194229987806,23.662219456784406,1.9000000000000001,0.1465698120306192,0.017805721562215115,Higher relative use,Higher relative use,True
3129,Punjab,Jalandhar,2018,Zaid,Cotton,2047.81,24.0,64.2,Red,Tube Well,418.33,59.58,198.07,1.24,47009.13,2909.0,245.6068,0.0029641670451557383,0.02081235313863713,14.686726914727117,1.24,2.1120311001161207,0.3008027465037613,Higher relative use,Higher relative use,True
3131,Punjab,Jalandhar,2018,Rabi,Barley,1598.94,31.5,61.3,Black,Rain-fed,371.12,51.95,2403.1,2.7,40149.94,72775.0,6488.37,0.007275274843716318,0.05197305101058711,30.283800091548418,2.7,0.1544338562689859,0.021617910199325872,Higher relative use,Higher relative use,True
3159,Maharashtra,Pune,2018,Zaid,Sugarcane,566.1,37.0,54.8,Laterite,Drip,430.63,49.11,4994.74,1.25,62017.16,94004.0,6243.424999999999,0.0029027239161228896,0.025453064548971695,18.820599270432496,1.25,0.08621669996836673,0.00983234362549402,Higher relative use,Higher relative use,True
3179,Maharashtra,Nashik,2018,Zaid,Wheat,563.09,31.4,44.1,Sandy,Canal,352.14,48.87,398.06,2.78,17089.94,9014.0,1106.6068,0.007894587380019311,0.05688561489666462,22.64482741295282,2.7800000000000002,0.8846405064563131,0.12277043661759533,Higher relative use,Higher relative use,True
3254,Karnataka,Bengaluru,2018,Rabi,Barley,1587.57,24.3,72.3,Alluvial,Sprinkler,438.48,46.79,3293.08,2.48,25923.14,81873.0,8166.8384,0.005655902207626345,0.05300277837144689,24.86213514399893,2.48,0.13315194286200155,0.014208582846453776,Higher relative use,Higher relative use,True
3313,Karnataka,Mangalore,2018,Kharif,Sugarcane,499.2,35.3,67.3,Red,Sprinkler,424.75,48.61,1537.74,1.2,28398.17,26530.0,1845.288,0.0028251912889935256,0.024686278543509566,17.25259146539727,1.2,0.2762170457944776,0.031611325711758814,Higher relative use,Higher relative use,True
3417,Tamil Nadu,Tiruchirappalli,2018,Zaid,Cotton,1120.7,35.9,85.1,Red,Tube Well,404.67,58.95,1119.97,1.35,33141.72,16022.0,1511.9595000000002,0.003336051597598043,0.022900763358778626,14.30574033233033,1.35,0.3613221782726323,0.05263533844656553,Higher relative use,Higher relative use,True
3469,Rajasthan,Udaipur,2018,Rabi,Cotton,2059.85,19.6,38.9,Sandy,Tube Well,430.95,57.71,2418.71,2.38,26816.82,91137.0,5756.5298,0.005522682445759369,0.04124068618956853,37.68000297679341,2.38,0.17817348917398115,0.02385982610565136,Higher relative use,Higher relative use,True
3484,Rajasthan,Kota,2018,Zaid,Maize,919.86,30.3,68.8,Laterite,Tube Well,388.86,53.97,3622.12,1.79,12307.86,58866.99999999999,6483.5948,0.004603199094789899,0.03316657402260515,16.25208441465219,1.79,0.10735701743730192,0.014900113745541285,Higher relative use,Higher relative use,True
3515,West Bengal,Kolkata,2018,Zaid,Cotton,1177.92,29.9,44.1,Red,Drip,446.64,57.04,4285.31,2.64,50198.19,99863.0,11313.218400000002,0.0059108006448146165,0.04628330995792427,23.3035649696288,2.64,0.10422583197014917,0.013310588965559082,Higher relative use,Higher relative use,True
3519,West Bengal,Kolkata,2018,Zaid,Pulses,2061.66,35.2,65.4,Red,Sprinkler,374.98,53.67,4332.79,2.71,39681.25,153638.0,11741.8609,0.007227052109445836,0.050493758151667595,35.45936913628401,2.71,0.08654469752745922,0.012386937746809793,Higher relative use,Higher relative use,True
3533,West Bengal,Howrah,2018,Zaid,Maize,1657.54,31.8,75.3,Laterite,Rain-fed,372.24,55.46,947.64,1.42,42127.33,13563.999999999998,1345.6488,0.003814743176445304,0.02560403894698882,14.313452365877335,1.42,0.39280739521337216,0.05852433413532565,Higher relative use,Higher relative use,True
3564,West Bengal,Darjeeling,2018,Kharif,Millets,638.02,20.1,53.7,Sandy,Rain-fed,362.21,48.54,4737.87,2.44,32222.94,178685.0,11560.4028,0.0067364236216559455,0.05026782035434693,37.71420490642419,2.44,0.07644996591295244,0.010245110144431992,Higher relative use,Higher relative use,True
3601,Uttarakhand,Dehradun,2019,Zaid,Rice,1887.98,24.7,59.5,Sandy,Drip,362.88,58.24,2309.64,1.39,36179.16,46652.0,3210.3995999999997,0.0038304673721340386,0.02386675824175824,20.198818863545835,1.39,0.15711539460695173,0.0252160509863009,Higher relative use,Higher relative use,True
3635,Uttarakhand,Haridwar,2019,Kharif,Wheat,1016.93,30.3,35.4,Laterite,Drip,355.32,55.6,4853.59,2.38,45977.1,142776.0,11551.5442,0.006698187549251379,0.04280575539568345,29.416576183814453,2.38,0.07320766690223113,0.01145543813960388,Higher relative use,Higher relative use,True
3782,Punjab,Ludhiana,2019,Kharif,Cotton,1904.53,21.3,41.4,Red,Canal,448.21,58.39,4942.84,1.21,22788.81,79369.0,5980.8364,0.0026996274067959216,0.020722726494262714,16.057367829021373,1.21,0.09067863819180876,0.011813046750451157,Higher relative use,Higher relative use,True
3851,Punjab,Jalandhar,2019,Kharif,Maize,1929.26,22.3,66.2,Red,Rain-fed,370.48,55.95,3681.81,1.26,51541.0,66285.0,4639.0806,0.003400993305981429,0.022520107238605896,18.003373340829647,1.26,0.10062442114068897,0.015196330065918666,Higher relative use,Higher relative use,True
3917,Maharashtra,Nagpur,2019,Zaid,Sugarcane,2073.21,36.6,44.7,Black,Tube Well,413.48,47.9,3651.03,1.62,32914.37,56424.0,5914.668600000001,0.003917964593208862,0.03382045929018789,15.454269069276341,1.62,0.11325023349575325,0.013119585432056158,Higher relative use,Higher relative use,True
4143,Rajasthan,Jaipur,2019,Zaid,Wheat,543.44,32.5,84.3,Alluvial,Sprinkler,383.86,47.39,2896.52,2.0,47006.56,78703.0,5793.04,0.005210232897410514,0.0422029964127453,27.17157140292489,2.0,0.13252454669741623,0.01636101252537528,Higher relative use,Higher relative use,True
4158,Rajasthan,Jaipur,2019,Zaid,Barley,2080.27,30.6,77.9,Laterite,Canal,358.95,58.02,974.65,1.28,44163.34,12026.0,1247.552,0.0035659562613177325,0.022061358152361255,12.338788282973375,1.28,0.36828605140306775,0.05952906171446161,Higher relative use,Higher relative use,True
4235,West Bengal,Kolkata,2019,Kharif,Wheat,540.03,30.3,41.3,Red,Sprinkler,432.3,47.13,2022.57,1.55,29571.86,45404.0,3134.9835,0.0035854730511219062,0.03288775726713346,22.44866679521599,1.55,0.21373796704193182,0.02330203651789555,Higher relative use,Higher relative use,True
4239,West Bengal,Kolkata,2019,Zaid,Rice,861.36,22.7,39.0,Alluvial,Canal,399.42,47.42,1778.24,2.93,36039.6,72004.0,5210.2432,0.0073356366731761056,0.061788274989455924,40.49172215224042,2.9299999999999997,0.22461535000899766,0.026666816627676806,Higher relative use,Higher relative use,True
4352,Uttarakhand,Haridwar,2020,Zaid,Cotton,955.31,18.4,47.2,Black,Canal,446.24,55.06,1400.12,2.05,51398.37,23236.0,2870.2459999999996,0.0045939404804589455,0.037232110424990916,16.595720366825702,2.05,0.3187155386681142,0.03932520069708311,Higher relative use,Higher relative use,True
4363,Uttarakhand,Nainital,2020,Zaid,Millets,655.1,22.8,76.7,Red,Canal,435.27,59.51,3815.36,2.57,41761.82,167221.0,9805.475199999999,0.005904381188687481,0.043186019156444294,43.82836744108026,2.57,0.11408359892644468,0.015597479661159104,Higher relative use,Higher relative use,True
4375,Uttarakhand,Almora,2020,Rabi,Sugarcane,792.57,27.3,69.7,Red,Sprinkler,415.15,59.05,3285.88,2.79,58283.75,139079.0,9167.6052,0.006720462483439721,0.04724809483488569,42.32625658879813,2.79,0.12634362788659353,0.017970832775390456,Higher relative use,Higher relative use,True
4393,Uttarakhand,Pauri,2020,Rabi,Millets,1279.82,30.8,38.6,Black,Tube Well,383.76,51.79,4835.74,2.6,34041.85,191585.0,12572.923999999999,0.006775067750677507,0.050202741842054456,39.61854855720117,2.6,0.07935910532824346,0.010709839652255911,Higher relative use,Higher relative use,True
4427,Uttar Pradesh,Lucknow,2020,Kharif,Barley,2171.8,30.6,74.7,Laterite,Sprinkler,401.59,48.66,1498.43,2.17,63498.62,56784.0,3251.5931,0.0054035210040090645,0.04459515002055076,37.89566412845445,2.17,0.2680071808492889,0.03247398944228292,Higher relative use,Higher relative use,True
4448,Uttar Pradesh,Varanasi,2020,Kharif,Rice,608.45,26.3,43.9,Alluvial,Rain-fed,385.62,54.29,1667.92,2.31,54088.69,50281.0,3852.8952000000004,0.0059903531974482655,0.042549272425861116,30.145930260444146,2.31,0.2311981389994724,0.03254952275888531,Higher relative use,Higher relative use,True
4471,Uttar Pradesh,Agra,2020,Rabi,Wheat,809.13,18.4,65.0,Red,Rain-fed,366.38,48.79,1188.2,1.86,18156.62,24303.0,2210.052,0.00507669632621868,0.03812256609961058,20.45362733546541,1.86,0.3083487628345396,0.04106211075576502,Higher relative use,Higher relative use,True
4504,Punjab,Ludhiana,2020,Zaid,Barley,1136.63,21.7,57.2,Black,Drip,439.41,49.79,1563.66,2.79,55060.39,43674.0,4362.611400000001,0.00634942309005257,0.0560353484635469,27.930624304516325,2.7900000000000005,0.28101377537316297,0.03184196052850364,Higher relative use,Higher relative use,True
4609,Maharashtra,Nashik,2020,Rabi,Pulses,1260.72,27.8,45.3,Sandy,Sprinkler,403.95,51.31,3738.94,2.35,12097.32,93294.0,8786.509,0.005817551677187771,0.04580003897875658,24.951991740974716,2.35,0.10803864196804441,0.013723140783216634,Higher relative use,Higher relative use,True
4641,Maharashtra,Nagpur,2020,Kharif,Maize,1498.88,23.2,81.2,Red,Tube Well,436.44,51.63,1118.04,2.8,12522.59,32017.0,3130.5119999999997,0.006415543946476033,0.05423203563819484,28.636721405316447,2.8,0.3903617044112912,0.04617902758398627,Higher relative use,Higher relative use,True
4666,Maharashtra,Kolhapur,2020,Zaid,Barley,1316.81,28.1,86.2,Alluvial,Drip,379.14,56.6,2224.35,1.44,40775.18,32836.0,3203.064,0.0037980693147649943,0.025441696113074203,14.76206532245375,1.44,0.17044979432193674,0.02544563580371794,Higher relative use,Higher relative use,True
4696,Karnataka,Bengaluru,2020,Rabi,Rice,1716.65,29.0,36.3,Alluvial,Canal,436.13,59.65,4164.56,2.27,39341.79,119881.0,9453.551200000002,0.005204870107536744,0.038055322715842416,28.78599419866684,2.27,0.1047241485294965,0.014323241831069786,Higher relative use,Higher relative use,True
4716,Karnataka,Mysuru,2020,Kharif,Cotton,2046.25,37.4,57.4,Black,Rain-fed,367.46,55.18,1422.46,1.39,15719.92,29034.0,1977.2194,0.003782724650302074,0.02519028633562885,20.411118766081294,1.39,0.25832712343405084,0.038791951970529925,Higher relative use,Higher relative use,True
4720,Karnataka,Hubli,2020,Zaid,Rice,1674.37,27.8,77.2,Sandy,Sprinkler,366.53,46.76,4546.47,2.2,38080.12,100888.0,10002.234000000002,0.006002237197500888,0.04704875962360993,22.19040266404485,2.2,0.0806185898070371,0.01028490235281438,Higher relative use,Higher relative use,True
4801,Tamil Nadu,Coimbatore,2020,Kharif,Pulses,2087.36,37.4,68.5,Alluvial,Rain-fed,399.36,59.12,444.55,1.76,55872.58,12054.0,782.408,0.004407051282051282,0.029769959404600813,27.115060173208864,1.76,0.8983466426723653,0.13298841525137778,Higher relative use,Higher relative use,True
4807,Tamil Nadu,Madurai,2020,Zaid,Millets,662.59,25.6,67.9,Laterite,Canal,359.94,55.46,4660.47,2.85,44821.96,224458.0,13282.339500000002,0.007917986331055176,0.05138838802740714,48.16209523932135,2.85,0.07723255379822207,0.011900087330247807,Higher relative use,Higher relative use,True
4868,Rajasthan,Jaipur,2020,Kharif,Cotton,618.15,21.8,49.0,Sandy,Drip,373.91,53.47,1443.27,1.92,56521.93,49002.0,2771.0784,0.0051349255168356015,0.03590798578642229,33.952067180776986,1.92,0.2590714142190997,0.03704781503114455,Higher relative use,Higher relative use,True
4964,West Bengal,Kolkata,2020,Zaid,Wheat,1891.28,23.2,61.8,Red,Sprinkler,363.81,48.39,3799.44,1.53,46749.93,98576.0,5813.1432,0.004205491877628432,0.03161810291382517,25.944876087002296,1.53,0.09575358473880362,0.012736087423409766,Higher relative use,Higher relative use,True
5034,West Bengal,Malda,2020,Rabi,Sugarcane,1448.78,25.6,85.5,Laterite,Tube Well,371.07,52.92,4443.14,2.43,54363.81,103631.0,10796.830200000002,0.006548629638612661,0.04591836734693878,23.323820541328878,2.43,0.08351526172931754,0.011910495730496901,Higher relative use,Higher relative use,True
5161,Uttar Pradesh,Kanpur,2021,Zaid,Wheat,1133.93,20.5,55.8,Laterite,Tube Well,376.73,53.2,2402.55,1.98,26109.09,70273.0,4757.049,0.005255753457383271,0.037218045112781956,29.24933924372021,1.9799999999999998,0.15680422884019063,0.022143139580862,Higher relative use,Higher relative use,True
5223,Punjab,Ludhiana,2021,Kharif,Rice,1756.15,33.9,38.9,Alluvial,Tube Well,400.63,49.28,4119.25,2.26,56312.3,82108.0,9309.505,0.005641115243491501,0.04586038961038961,19.932754749044122,2.26,0.09725799599441645,0.011963342841536688,Higher relative use,Higher relative use,True
