Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR,Estimated_Production_tons,Estimated_Revenue_INR,Profit_per_hectare_INR,Profit_per_ton_INR,Profit_to_Revenue_Ratio,Revenue_per_hectare_INR,Profit_Level,Profit_per_Ha_Level
93,Uttar Pradesh,Lucknow,2014,Kharif,Wheat,1496.19,31.2,73.1,Sandy,Tube Well,61.58,20.03,3835.81,7.93,30604.24,298524.0,30417.973299999998,930918955.186792,77.82554401808223,9.814066080464343,0.00032067668010917253,242691.6232,Higher relative profit,Moderate relative profit/ha
97,Uttar Pradesh,Lucknow,2014,Kharif,Cotton,990.62,18.2,76.1,Laterite,Canal,120.28,25.91,3547.99,4.85,56167.77,276391.0,17207.7515,966521028.4691548,77.90072689043656,16.06200554441991,0.0002859648076542813,272413.6845,Higher relative profit,Moderate relative profit/ha
106,Uttar Pradesh,Lucknow,2014,Kharif,Pulses,570.11,31.6,50.6,Red,Rain-fed,339.49,41.11,4541.08,7.57,29668.19,475330.0,34375.9756,1019872975.5361639,104.67333762012561,13.82738938178674,0.00046606784511582066,224588.1983,Higher relative profit,Higher relative profit/ha
111,Uttar Pradesh,Kanpur,2014,Zaid,Millets,1231.02,23.6,56.0,Laterite,Rain-fed,260.98,58.14,4102.77,7.05,19335.12,303708.0,28924.528500000004,559259229.4909201,74.02510986479865,10.500015583659383,0.0005430540686408662,136312.596,Higher relative profit,Moderate relative profit/ha
115,Uttar Pradesh,Kanpur,2014,Zaid,Barley,600.14,23.8,51.6,Sandy,Canal,69.1,28.09,3990.11,4.54,17875.47,308889.0,18115.0994,323815915.871718,77.41365526263687,17.051465916880368,0.00095390308153466,81154.6338,Higher relative profit,Moderate relative profit/ha
118,Uttar Pradesh,Kanpur,2014,Kharif,Pulses,640.14,25.0,53.6,Alluvial,Tube Well,307.12,50.67,3454.94,8.36,37362.15,283714.0,28883.2984,1079142127.31556,82.1183580612109,9.822770103015658,0.0002629069821467891,312347.574,Higher relative profit,Moderate relative profit/ha
119,Uttar Pradesh,Kanpur,2014,Zaid,Wheat,928.2,18.9,46.0,Black,Rain-fed,66.76,56.34,2625.38,8.42,40780.63,232842.0,22105.6996,901484356.2787479,88.68887551516352,10.533120607501605,0.00025828734395475514,343372.90459999995,Higher relative profit,Higher relative profit/ha
125,Uttar Pradesh,Kanpur,2014,Zaid,Rice,446.64,21.7,63.5,Laterite,Drip,415.42,11.48,3897.33,6.34,23372.23,348862.0,24709.0722,577506118.5450059,89.5130769013658,14.118781845641296,0.0006040836430944457,148179.93819999998,Higher relative profit,Higher relative profit/ha
126,Uttar Pradesh,Kanpur,2014,Zaid,Rice,644.31,19.5,44.5,Alluvial,Sprinkler,335.35,59.85,4071.51,8.26,64288.46,493644.0,33630.6726,2162064150.218196,121.24346986744474,14.678386182499366,0.00022832069989698565,531022.6795999999,Higher relative profit,Higher relative profit/ha
132,Uttar Pradesh,Varanasi,2014,Rabi,Pulses,1916.55,29.3,80.4,Sandy,Canal,61.35,7.5,3243.12,5.41,46509.89,274927.0,17545.2792,816029005.6112881,84.77237968376132,15.669571106055695,0.0003369083673613439,251618.50490000003,Higher relative profit,Higher relative profit/ha
133,Uttar Pradesh,Varanasi,2014,Kharif,Millets,2000.19,28.9,70.3,Laterite,Tube Well,170.84,18.47,4056.01,4.16,36037.84,251174.0,16873.001600000003,608066531.9805441,61.9263759211639,14.88614805797209,0.00041306993032801326,149917.4144,Higher relative profit,Moderate relative profit/ha
134,Uttar Pradesh,Varanasi,2014,Zaid,Millets,1236.0,24.8,42.9,Sandy,Canal,394.59,22.56,4941.31,3.72,33131.98,286876.0,18381.6732,609021228.8289361,58.056669182868504,15.606631500771105,0.00047104433543576635,123250.96560000001,Higher relative profit,Moderate relative profit/ha
135,Uttar Pradesh,Varanasi,2014,Kharif,Pulses,835.13,20.5,59.7,Red,Sprinkler,106.35,7.78,4732.39,7.51,34161.14,626463.0,35540.2489,1214095418.307746,132.37772034849198,17.626860232821837,0.0005159915691578746,256550.16139999998,Higher relative profit,Higher relative profit/ha
140,Uttar Pradesh,Varanasi,2014,Rabi,Pulses,1847.14,28.4,43.2,Sandy,Rain-fed,407.25,12.69,4663.71,3.53,32826.59,233197.0,16462.8963,540420747.052617,50.00246584800513,14.165004489519866,0.0004315100803805655,115877.86269999998,Higher relative profit,Moderate relative profit/ha
141,Uttar Pradesh,Varanasi,2014,Zaid,Millets,1675.73,24.0,79.9,Alluvial,Sprinkler,197.34,42.06,4901.5,5.46,54228.01,408210.0,26762.19,1451260306.9419,83.28266857084566,15.253236001986386,0.0002812796560667888,296084.9346,Higher relative profit,Moderate relative profit/ha
150,Uttar Pradesh,Agra,2014,Rabi,Maize,2081.06,18.7,81.0,Sandy,Sprinkler,365.18,15.25,3770.12,7.57,27341.75,239011.0,28539.8084,780328306.3207,63.39612532227091,8.374653279031824,0.00030629543752802303,206977.04750000002,Higher relative profit,Moderate relative profit/ha
156,Uttar Pradesh,Agra,2014,Kharif,Rice,1345.91,28.6,54.9,Red,Sprinkler,416.9,11.17,4160.99,7.79,22714.31,433267.0,32414.1121,736264190.614151,104.12594118226673,13.366616326350028,0.0005884667562585009,176944.4749,Higher relative profit,Higher relative profit/ha
157,Uttar Pradesh,Agra,2014,Kharif,Millets,609.23,22.1,67.1,Sandy,Tube Well,86.38,33.07,4062.59,4.51,39202.14,230274.0,18322.2809,718272620.9611261,56.68157505433726,12.567976730451718,0.00032059414946356804,176801.6514,Higher relative profit,Moderate relative profit/ha
159,Uttar Pradesh,Agra,2014,Rabi,Cotton,1135.96,33.4,77.1,Laterite,Canal,441.33,40.52,2159.77,8.45,32271.42,304707.0,18250.0565,588955238.3352299,141.0830782907439,16.696222282928275,0.0005173686897858315,272693.49899999995,Higher relative profit,Higher relative profit/ha
161,Uttar Pradesh,Agra,2014,Rabi,Barley,1357.48,34.5,48.6,Sandy,Canal,188.46,20.16,4693.31,6.49,17980.77,490240.0,30459.581900000005,547686736.4400631,104.45506476239582,16.094771149829864,0.0008951102288628275,116695.19730000001,Higher relative profit,Higher relative profit/ha
166,Uttar Pradesh,Meerut,2014,Zaid,Barley,2142.02,29.1,42.4,Black,Canal,147.14,16.18,3268.86,7.93,56898.07,231345.0,25922.0598,1474915173.044586,70.77237936161231,8.924638002725386,0.00015685308838639668,451201.69509999995,Higher relative profit,Moderate relative profit/ha
169,Uttar Pradesh,Meerut,2014,Rabi,Barley,1239.25,31.0,52.0,Black,Rain-fed,193.86,53.55,2383.42,7.06,50287.92,262774.0,16826.9452,846192074.061984,110.25081605424138,15.61626289720133,0.0003105370613300636,355032.7152,Higher relative profit,Higher relative profit/ha
170,Uttar Pradesh,Meerut,2014,Rabi,Pulses,1145.07,29.3,47.2,Black,Tube Well,108.37,19.34,4680.32,5.43,34131.64,242047.0,25414.1376,867426195.4736639,51.71590831396144,9.524108345112605,0.00027904045469577803,185334.8052,Higher relative profit,Moderate relative profit/ha
171,Uttar Pradesh,Meerut,2014,Rabi,Sugarcane,1298.74,31.1,72.7,Black,Drip,152.93,50.19,4835.89,5.88,38001.57,275318.0,28435.0332,1080575904.602124,56.9322296412863,9.682351979810594,0.0002547882095347796,223449.23159999997,Higher relative profit,Moderate relative profit/ha
173,Uttar Pradesh,Meerut,2014,Kharif,Sugarcane,522.34,21.0,47.0,Alluvial,Sprinkler,232.4,8.32,3224.87,8.02,60375.83,377421.0,25863.4574,1561527707.194642,117.03448511102773,14.592828567459817,0.0002416998419311141,484214.15660000005,Higher relative profit,Higher relative profit/ha
174,Uttar Pradesh,Meerut,2014,Kharif,Barley,421.33,28.6,50.1,Alluvial,Sprinkler,440.99,5.94,4084.47,6.12,54726.89,427391.0,24996.9564,1368005683.237596,104.63805585547207,17.097721545011776,0.00031241902371963355,334928.56680000003,Higher relative profit,Higher relative profit/ha
178,Uttar Pradesh,Meerut,2014,Zaid,Wheat,722.84,35.0,35.9,Black,Sprinkler,132.86,12.93,4121.38,7.19,61230.37,325746.0,29632.722200000004,1814422544.4132142,79.03808918372002,10.992780136817803,0.0001795314994310471,440246.36030000006,Higher relative profit,Moderate relative profit/ha
189,Punjab,Ludhiana,2014,Zaid,Rice,1208.32,30.0,67.0,Sandy,Sprinkler,263.75,55.79,4361.21,4.25,13948.55,327781.0,18535.1425,258538361.91837502,75.15827029654614,17.684298893304973,0.0012678234578723218,59281.3375,Higher relative profit,Moderate relative profit/ha
190,Punjab,Ludhiana,2014,Rabi,Rice,596.86,23.0,71.6,Laterite,Canal,116.54,38.7,2859.78,5.91,46277.41,298614.0,16901.2998,782148380.377518,104.41852170446677,17.668108579436,0.00038178689298809076,273499.4931,Higher relative profit,Higher relative profit/ha
192,Punjab,Ludhiana,2014,Kharif,Pulses,2195.86,27.7,51.2,Sandy,Tube Well,418.22,9.72,4173.46,6.53,30461.42,311516.0,27252.6938,830155751.973196,74.64214344932023,11.430649839099575,0.00037525006513483534,198913.0726,Higher relative profit,Moderate relative profit/ha
201,Punjab,Amritsar,2014,Rabi,Rice,1430.89,23.4,64.9,Alluvial,Drip,446.36,34.81,3808.25,6.75,35392.43,261823.0,25705.6875,909786745.4456251,68.75152629160375,10.185411302459816,0.00028778502359006755,238898.90250000003,Higher relative profit,Moderate relative profit/ha
206,Punjab,Amritsar,2014,Zaid,Cotton,1650.47,35.5,60.0,Red,Canal,245.22,37.01,4357.65,7.38,16936.51,569914.0,32159.457,544668965.0750699,130.784711943364,17.721505683382652,0.0010463493177391714,124991.4438,Higher relative profit,Higher relative profit/ha
208,Punjab,Amritsar,2014,Kharif,Rice,1527.12,34.7,35.9,Red,Drip,421.77,13.69,2336.94,8.44,34673.36,354179.0,19723.7736,683889502.5912961,151.556736587161,17.956959311275,0.0005178892184453712,292643.1584,Higher relative profit,Higher relative profit/ha
212,Punjab,Amritsar,2014,Kharif,Wheat,1498.57,21.3,54.3,Black,Canal,135.22,46.15,4607.48,5.7,35446.35,267155.0,26262.636,930914587.5785999,57.98288869403666,10.172436612988887,0.0002869812156396607,202044.195,Higher relative profit,Moderate relative profit/ha
214,Punjab,Amritsar,2014,Rabi,Sugarcane,1331.95,28.2,76.1,Sandy,Canal,168.22,8.0,4499.77,8.17,38229.05,335553.0,36763.1209,1405419187.0421453,74.5711447473982,9.127435097600758,0.00023875652409883995,312331.3385,Higher relative profit,Moderate relative profit/ha
219,Punjab,Patiala,2014,Rabi,Wheat,1674.22,32.0,44.0,Alluvial,Canal,431.21,33.77,3936.64,6.46,20849.04,235725.0,25430.6944,530205564.77337605,59.879745163388066,9.269310396809297,0.00044459171246298616,134684.79840000003,Higher relative profit,Moderate relative profit/ha
225,Punjab,Patiala,2014,Zaid,Maize,411.48,26.2,47.8,Red,Canal,188.57,51.18,4398.27,8.14,12077.49,521743.0,35801.9178,432397304.210322,118.62459557962562,14.573046140003147,0.0012066287067928143,98310.7686,Higher relative profit,Higher relative profit/ha
232,Punjab,Patiala,2014,Rabi,Rice,1448.18,23.2,79.7,Alluvial,Canal,58.72,8.55,4522.23,4.44,18825.95,342358.0,20078.7012,378000624.85614,75.70557003956013,17.050804062963994,0.0009057074975214527,83587.21800000001,Higher relative profit,Moderate relative profit/ha
236,Punjab,Jalandhar,2014,Zaid,Wheat,2012.38,33.6,38.2,Black,Rain-fed,446.61,34.12,3857.53,8.5,63620.93,295145.0,32789.005000000005,2086066991.8746502,76.51139459706081,9.001340540830682,0.00014148395097070545,540777.905,Higher relative profit,Moderate relative profit/ha
237,Punjab,Jalandhar,2014,Rabi,Wheat,1775.29,37.0,66.7,Red,Sprinkler,443.07,26.36,4682.51,8.44,21206.74,409649.0,39520.3844,838098516.6708561,87.48491727727223,10.365511525743155,0.000488783826544917,178984.8856,Higher relative profit,Higher relative profit/ha
238,Punjab,Jalandhar,2014,Kharif,Wheat,1666.22,25.0,66.2,Laterite,Canal,106.84,57.16,4199.81,7.12,63430.55,401331.0,29902.647200000003,1896741358.3519602,95.55932292175122,13.421253219347081,0.0002115897342738961,451625.516,Higher relative profit,Higher relative profit/ha
242,Punjab,Jalandhar,2014,Zaid,Maize,1081.09,32.7,51.2,Alluvial,Drip,121.08,5.1,3539.84,5.38,57090.12,299154.0,19044.339200000002,1087243610.2487042,84.51059934912313,15.708289841844445,0.0002751490072510698,307144.84560000006,Higher relative profit,Higher relative profit/ha
253,Punjab,Bathinda,2014,Zaid,Sugarcane,1855.23,20.5,58.3,Alluvial,Canal,445.31,28.95,4986.62,5.78,56207.73,304911.0,28822.6636,1620056493.509628,61.14582623099414,10.57886266972217,0.0001882101033029117,324880.6794,Higher relative profit,Moderate relative profit/ha
255,Punjab,Bathinda,2014,Rabi,Maize,1419.87,29.7,88.1,Red,Tube Well,90.08,10.81,3919.77,6.94,57976.19,457051.0,27203.203800000003,1577138112.1175222,116.60148427076078,16.80136660961971,0.0002897977016016352,402354.75860000006,Higher relative profit,Higher relative profit/ha
256,Punjab,Bathinda,2014,Zaid,Millets,1429.64,27.5,44.5,Black,Canal,211.19,39.0,3435.98,4.13,32977.02,238254.0,14190.5974,467963614.27174795,69.34091583769406,16.78956799944166,0.0005091293270114056,136195.09259999997,Higher relative profit,Moderate relative profit/ha
264,Punjab,Bathinda,2014,Rabi,Barley,1452.08,18.1,90.0,Alluvial,Rain-fed,436.59,51.17,2851.14,5.53,26981.87,234045.0,15766.8042,425417861.239854,82.0882173446411,14.84416226847036,0.0005501532054105353,149209.74109999998,Higher relative profit,Moderate relative profit/ha
269,Punjab,Bathinda,2014,Rabi,Rice,1250.0,21.9,41.6,Laterite,Sprinkler,322.28,34.14,2124.23,7.56,19991.26,287836.0,16059.1788,321043218.77728796,135.50133460124374,17.923456957836475,0.0008965646466424066,151133.9256,Higher relative profit,Higher relative profit/ha
277,Maharashtra,Pune,2014,Kharif,Rice,908.87,33.7,62.4,Alluvial,Sprinkler,293.6,47.79,4174.34,8.3,30969.86,419145.0,34647.022000000004,1073013420.7569202,100.40988515549763,12.09757652475875,0.0003906241915449004,257049.83800000005,Higher relative profit,Higher relative profit/ha
281,Maharashtra,Pune,2014,Kharif,Pulses,729.16,26.0,87.9,Black,Canal,158.73,26.21,4268.29,7.04,46388.86,479852.00000000006,30048.7616,1393927795.0357761,112.42253923702468,15.969110687077368,0.00034424451661621704,326577.57440000004,Higher relative profit,Higher relative profit/ha
282,Maharashtra,Pune,2014,Zaid,Maize,586.68,36.2,61.5,Black,Tube Well,277.58,29.1,3095.48,6.89,44402.0,354592.0,21327.8572,946999515.3943999,114.5515396642847,16.625767730665416,0.0003744373616203193,305929.77999999997,Higher relative profit,Higher relative profit/ha
283,Maharashtra,Pune,2014,Zaid,Millets,603.29,26.2,37.5,Black,Rain-fed,154.65,22.28,3552.38,6.15,52679.02,300758.0,21847.137000000002,1150885766.96574,84.66380285892838,13.766472009581848,0.0002613274128786346,323975.973,Higher relative profit,Higher relative profit/ha
286,Maharashtra,Pune,2014,Kharif,Millets,1199.54,29.5,39.8,Sandy,Sprinkler,249.38,22.38,4905.29,6.64,12941.76,391974.0,32571.1256,421527690.445056,79.90842539380954,12.034401414730352,0.000929889088866611,85933.28640000001,Higher relative profit,Moderate relative profit/ha
290,Maharashtra,Nashik,2014,Zaid,Sugarcane,1690.22,20.2,57.8,Black,Tube Well,420.65,51.06,2985.17,6.84,35876.74,297796.0,20418.5628,732551468.749272,99.75847271679669,14.5845720346194,0.0004065188764257678,245396.90159999998,Higher relative profit,Higher relative profit/ha
291,Maharashtra,Nashik,2014,Zaid,Wheat,1354.66,19.0,86.4,Black,Canal,385.53,31.56,2590.83,7.92,21391.73,282871.0,20519.3736,438944899.820328,109.18161361416998,13.785557274516412,0.0006444339599703442,169422.50160000002,Higher relative profit,Higher relative profit/ha
292,Maharashtra,Nashik,2014,Rabi,Barley,1583.54,30.1,52.7,Red,Tube Well,402.56,28.03,3084.07,6.26,25156.66,231264.0,19306.2782,485681476.542812,74.98662481720584,11.978694060256522,0.00047616392876703516,157480.6916,Higher relative profit,Moderate relative profit/ha
297,Maharashtra,Nashik,2014,Rabi,Barley,827.67,33.7,78.9,Sandy,Canal,165.06,41.55,4639.78,4.03,62705.2,332049.0,18698.3134,1172481481.40968,71.5656776829936,17.75823267568079,0.0002832019142859092,252701.95599999998,Higher relative profit,Moderate relative profit/ha
301,Maharashtra,Nashik,2014,Zaid,Millets,1821.83,29.0,39.0,Sandy,Tube Well,333.07,33.9,4789.24,5.0,53671.69,229733.0,23946.199999999997,1285233023.0779998,47.96857121380428,9.593714242760857,0.00017874813039725146,268358.44999999995,Higher relative profit,Moderate relative profit/ha
302,Maharashtra,Nashik,2014,Zaid,Rice,1028.93,35.7,71.5,Alluvial,Canal,182.43,21.15,4756.51,5.71,37167.43,369734.0,27159.6721,1009455211.599703,77.73220281256636,13.613345501325107,0.00036627083178269543,212226.02529999998,Higher relative profit,Moderate relative profit/ha
307,Maharashtra,Nagpur,2014,Kharif,Barley,1179.45,18.3,72.0,Red,Sprinkler,263.93,40.28,3129.91,6.72,43037.22,315680.0,21032.995199999998,905201641.6813439,100.85913013473231,15.00879912719231,0.0003487399773310709,289210.1184,Higher relative profit,Higher relative profit/ha
310,Maharashtra,Nagpur,2014,Zaid,Wheat,409.05,29.9,64.5,Sandy,Drip,428.79,21.76,3766.65,7.8,30224.14,356276.0,29379.87,887981304.0618,94.5869671989699,12.126534256278193,0.000401220158994704,235748.292,Higher relative profit,Higher relative profit/ha
317,Maharashtra,Nagpur,2014,Kharif,Millets,1302.02,19.8,55.0,Laterite,Drip,54.24,18.14,4823.6,8.37,48260.57,628699.0,40373.532,1948449667.23324,130.3381291981093,15.57205844660804,0.0003226662769753453,403940.97089999996,Higher relative profit,Higher relative profit/ha
323,Maharashtra,Nagpur,2014,Zaid,Wheat,2003.44,20.9,44.1,Red,Canal,418.98,33.42,2086.74,8.28,45794.0,290016.0,17278.207199999997,791238220.5167999,138.98041921849392,16.785074784842262,0.00036653436661663675,379174.32,Higher relative profit,Higher relative profit/ha
327,Maharashtra,Aurangabad,2014,Zaid,Barley,1066.68,18.9,64.1,Sandy,Canal,141.79,49.13,3968.82,3.98,43219.55,243477.0,15795.903600000001,682691845.4353801,61.34745339924713,15.413933014886213,0.00035664260768300944,172013.809,Higher relative profit,Moderate relative profit/ha
328,Maharashtra,Aurangabad,2014,Kharif,Barley,640.99,27.5,47.8,Sandy,Sprinkler,393.62,20.58,4396.15,4.18,22018.11,277320.0,18375.906999999996,404602741.6757699,63.0824698884251,15.091499973307444,0.0006854130519516635,92035.69979999999,Higher relative profit,Moderate relative profit/ha
334,Maharashtra,Aurangabad,2014,Kharif,Cotton,750.54,33.7,63.1,Red,Tube Well,329.38,38.84,3402.72,3.83,46716.01,231410.0,13032.417599999999,608822550.925776,68.0073588188273,17.756490553218615,0.0003800943306848897,178922.3183,Higher relative profit,Moderate relative profit/ha
335,Maharashtra,Aurangabad,2014,Zaid,Pulses,1605.39,26.1,46.0,Red,Rain-fed,56.15,43.7,4603.97,5.21,50485.35,326006.0,23986.6837,1210976121.933795,70.8097576656668,13.591124312028176,0.0002692092718388241,263028.6735,Higher relative profit,Moderate relative profit/ha
337,Maharashtra,Aurangabad,2014,Rabi,Cotton,1977.0,34.3,66.6,Laterite,Sprinkler,327.68,58.13,2859.53,6.82,52146.08,343477.0,19501.9946,1016952570.5711682,120.11659258689365,17.61240360511637,0.00033775124813056645,355636.26560000004,Higher relative profit,Higher relative profit/ha
338,Maharashtra,Aurangabad,2014,Zaid,Wheat,1267.55,23.2,56.0,Alluvial,Rain-fed,365.46,17.12,3535.76,7.04,33858.58,287026.0,24891.7504,842799322.258432,81.17802113265606,11.530968910888644,0.00034056268487599433,238364.4032,Higher relative profit,Moderate relative profit/ha
341,Maharashtra,Aurangabad,2014,Rabi,Wheat,1775.64,28.8,37.3,Black,Sprinkler,242.92,39.14,2512.47,8.39,59540.99,351770.0,21079.6233,1255101640.109067,140.00963195580445,16.68767961332592,0.0002802721220007581,499548.9061,Higher relative profit,Higher relative profit/ha
355,Maharashtra,Kolhapur,2014,Zaid,Millets,1363.18,31.8,62.1,Red,Drip,352.19,21.48,3852.76,7.03,43641.2,432483.0,27084.902800000003,1182017660.07536,112.25277463428814,15.967677757366733,0.00036588539630823014,306797.636,Higher relative profit,Higher relative profit/ha
364,Karnataka,Bengaluru,2014,Zaid,Pulses,2075.53,37.9,69.4,Red,Tube Well,73.91,40.45,3536.51,6.98,18668.86,254914.0,24684.8398,460837818.34862804,72.08066709835403,10.326743137300003,0.0005531533868324045,130308.6428,Higher relative profit,Moderate relative profit/ha
