Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR,Estimated_Production_tons,Estimated_Revenue_INR,Profit_per_hectare_INR,Profit_per_ton_INR,Profit_to_Revenue_Ratio,Revenue_per_hectare_INR,Profit_Level,Profit_per_Ha_Level
182,Punjab,Ludhiana,2014,Zaid,Pulses,1049.26,19.8,86.9,Laterite,Canal,227.89,46.87,600.93,1.84,34841.91,15004.0,1105.7112,38525090.116392,24.967966318872417,13.56954691243066,0.00038946047769570206,64109.114400000006,Lower relative profit,Lower relative profit/ha
183,Punjab,Ludhiana,2014,Zaid,Wheat,561.31,29.1,67.8,Black,Sprinkler,363.78,52.5,160.47,4.22,53295.96,10326.0,677.1834,36091139.399064,64.34847635071976,15.248454111544968,0.0002861090054770562,224908.95119999998,Lower relative profit,Moderate relative profit/ha
184,Punjab,Ludhiana,2014,Rabi,Maize,1633.57,21.4,49.8,Red,Drip,157.36,13.03,919.32,3.21,27886.87,46705.0,2951.0172000000002,82294633.024164,50.803855023278075,15.826746113170739,0.0005675339725530595,89516.8527,Lower relative profit,Moderate relative profit/ha
197,Punjab,Ludhiana,2014,Zaid,Cotton,2053.63,29.8,72.0,Black,Sprinkler,175.27,18.12,673.05,3.93,19492.0,31436.0,2645.0865,51558026.058,46.70678255701657,11.884677495424063,0.0006097207826505265,76603.56,Lower relative profit,Moderate relative profit/ha
198,Punjab,Ludhiana,2014,Rabi,Barley,1161.47,27.7,64.6,Sandy,Canal,417.66,56.19,948.85,2.42,27308.24,22666.0,2296.217,62705644.92808001,23.887864256731834,9.871018287905716,0.0003614666594370679,66085.94080000001,Lower relative profit,Lower relative profit/ha
205,Punjab,Amritsar,2014,Kharif,Sugarcane,663.24,24.4,48.6,Alluvial,Tube Well,387.42,26.6,796.64,5.82,45274.08,54486.0,4636.4448,209910772.79078403,68.39475798353084,11.75167662947265,0.0002595674308450365,263495.14560000005,Lower relative profit,Moderate relative profit/ha
209,Punjab,Amritsar,2014,Rabi,Cotton,568.01,25.2,39.5,Alluvial,Canal,315.8,40.69,353.76,5.77,50477.38,31745.0,2041.1951999999999,103034185.76457599,89.73597919493442,15.552162772085689,0.00030810162437285157,291254.4826,Lower relative profit,Higher relative profit/ha
210,Punjab,Amritsar,2014,Zaid,Wheat,784.16,19.6,67.7,Black,Tube Well,257.78,29.48,139.51,3.71,18391.47,8594.0,517.5821,9519095.664687,61.60131890187084,16.60412908406222,0.0009028168539035879,68232.3537,Lower relative profit,Moderate relative profit/ha
220,Punjab,Patiala,2014,Zaid,Pulses,1852.79,23.4,38.5,Black,Rain-fed,334.93,36.72,477.64,4.52,31086.57,28058.0,2158.9327999999996,67113815.61249599,58.74298634955196,12.996235918042473,0.0004180659338757049,140511.2964,Lower relative profit,Moderate relative profit/ha
221,Punjab,Patiala,2014,Rabi,Maize,859.21,20.1,66.6,Red,Tube Well,339.11,17.56,2593.24,1.52,57735.21,41173.0,3941.7247999999995,227576309.09020796,15.877049559624256,10.445427341858062,0.00018091953492258993,87757.5192,Lower relative profit,Lower relative profit/ha
223,Punjab,Patiala,2014,Rabi,Pulses,614.92,31.5,37.9,Red,Canal,139.27,33.37,325.05,4.13,58480.54,22366.0,1342.4565,78507581.04651,68.807875711429,16.660502593566346,0.0002848896845611608,241524.63019999999,Lower relative profit,Moderate relative profit/ha
227,Punjab,Patiala,2014,Kharif,Millets,2154.2,19.7,40.3,Red,Rain-fed,103.41,50.1,466.67,5.35,35054.09,44047.0,2496.6845,87519003.16460499,94.38575438746865,17.642197081769844,0.0005032849827729045,187539.3815,Lower relative profit,Higher relative profit/ha
230,Punjab,Patiala,2014,Kharif,Wheat,787.04,35.1,43.2,Alluvial,Tube Well,334.46,58.26,2041.6,1.56,27838.56,51598.0,3184.896,88662918.38976,25.273315047021946,16.20084297886022,0.0005819569323578598,43428.153600000005,Lower relative profit,Lower relative profit/ha
231,Punjab,Patiala,2014,Kharif,Millets,1400.72,29.0,40.2,Laterite,Rain-fed,90.76,48.66,695.12,1.65,53390.88,11725.0,1146.9479999999999,61236563.03423999,16.867591207273563,10.222782549862767,0.00019147057605835993,88094.95199999999,Lower relative profit,Lower relative profit/ha
234,Punjab,Patiala,2014,Kharif,Maize,462.37,30.4,48.5,Sandy,Drip,168.04,27.66,2798.37,1.65,26828.13,43275.0,4617.3105,123873806.344365,15.464359609344012,9.372339157178189,0.00034934746317310183,44266.4145,Lower relative profit,Lower relative profit/ha
246,Punjab,Jalandhar,2014,Zaid,Pulses,870.03,20.1,53.8,Laterite,Canal,405.17,13.85,467.51,8.08,63836.2,42986.0,3777.4808,241140019.84495997,91.94669632735129,11.37954162467219,0.00017826157610685144,515796.4959999999,Lower relative profit,Higher relative profit/ha
247,Punjab,Jalandhar,2014,Zaid,Barley,2096.4,21.3,83.9,Sandy,Rain-fed,112.84,10.57,1107.2,2.59,48951.43,43647.0,2867.648,140375470.33664,39.421062138728324,15.220487312250317,0.00031093039186496323,126784.2037,Lower relative profit,Moderate relative profit/ha
248,Punjab,Jalandhar,2014,Zaid,Cotton,935.32,19.9,56.6,Sandy,Tube Well,269.87,32.0,367.07,1.23,16644.3,7331.999999999999,451.4961,7514836.53723,19.974391805377717,16.239342931201396,0.0009756699249113148,20472.489,Lower relative profit,Lower relative profit/ha
250,Punjab,Jalandhar,2014,Zaid,Barley,732.79,35.7,55.3,Alluvial,Canal,228.31,19.48,2378.78,2.85,26233.79,58415.0,6779.523000000001,177852582.68217003,24.55670553813299,8.616387908116838,0.0003284461722121294,74766.3015,Lower relative profit,Lower relative profit/ha
254,Punjab,Bathinda,2014,Kharif,Barley,1401.46,29.0,82.1,Laterite,Drip,257.88,55.44,160.58,6.31,43141.53,16027.000000000002,1013.2598,43713578.059494,99.80694980694982,15.817266213462728,0.00036663665413495366,272223.0543,Lower relative profit,Higher relative profit/ha
262,Punjab,Bathinda,2014,Kharif,Sugarcane,1942.8,30.9,72.3,Black,Sprinkler,157.63,27.52,198.26,6.9,52681.35,11066.0,1367.994,72067770.7119,55.815595682437205,8.08921676557061,0.00015354991406960167,363501.315,Lower relative profit,Moderate relative profit/ha
266,Punjab,Bathinda,2014,Kharif,Maize,1698.31,31.1,89.9,Red,Drip,153.77,28.02,2002.55,1.46,49527.65,40115.0,2923.723,144805129.44095,20.031959251953758,13.720520035584766,0.0002770274793087248,72310.369,Lower relative profit,Lower relative profit/ha
274,Maharashtra,Pune,2014,Rabi,Maize,2106.55,36.4,57.2,Alluvial,Tube Well,141.37,44.99,742.91,6.56,43253.72,47223.0,4873.4896,210796554.581312,63.56490018979419,9.689771370395455,0.00022402168808591388,283744.4032,Lower relative profit,Moderate relative profit/ha
276,Maharashtra,Pune,2014,Rabi,Millets,1663.36,22.1,72.7,Alluvial,Sprinkler,53.72,28.15,594.8,5.0,45008.28,44632.0,2974.0,133854624.72,75.03698722259584,15.007397444519166,0.00033343636869747446,225041.40000000002,Lower relative profit,Moderate relative profit/ha
278,Maharashtra,Pune,2014,Kharif,Millets,2038.64,31.8,61.4,Sandy,Canal,143.8,5.7,536.11,2.01,42430.1,13944.999999999998,1077.5810999999999,45721873.83110999,26.011452873477452,12.941021330088287,0.0003049962486557488,85284.50099999999,Lower relative profit,Lower relative profit/ha
279,Maharashtra,Pune,2014,Rabi,Rice,2028.6,30.9,60.1,Red,Tube Well,440.92,19.53,345.39,7.14,58329.44,40746.0,2466.0845999999997,143845333.71062398,117.97098931642492,16.522547523308813,0.00028326257758190055,416472.2016,Lower relative profit,Higher relative profit/ha
280,Maharashtra,Pune,2014,Zaid,Rice,571.0,33.2,37.5,Alluvial,Rain-fed,390.8,41.48,935.51,3.81,35198.87,50677.0,3564.2931,125459089.468797,54.1704524804652,14.217966530305828,0.00040393247085221276,134107.6947,Lower relative profit,Moderate relative profit/ha
288,Maharashtra,Pune,2014,Zaid,Pulses,1408.27,30.4,61.0,Red,Sprinkler,312.87,44.38,658.71,6.74,23752.6,50673.0,4439.705400000001,105454546.48404,76.92763127931866,11.413595145299503,0.00048051982289515696,160092.524,Lower relative profit,Moderate relative profit/ha
295,Maharashtra,Nashik,2014,Kharif,Barley,1613.64,35.9,64.4,Black,Rain-fed,400.99,28.23,162.58,1.98,32186.13,2746.0,321.90840000000003,10360985.610492,16.8901463894698,8.530376964378686,0.0002650327008676932,63728.537399999994,Lower relative profit,Lower relative profit/ha
299,Maharashtra,Nashik,2014,Rabi,Sugarcane,1797.06,37.3,51.2,Red,Sprinkler,120.97,42.55,1016.19,2.47,39233.88,29548.0,2509.9893,98476618.997484,29.07723949261457,11.772161737900635,0.00030005091869324767,96907.68359999999,Lower relative profit,Lower relative profit/ha
300,Maharashtra,Nashik,2014,Zaid,Cotton,634.12,29.7,49.0,Sandy,Rain-fed,182.23,44.03,858.55,2.32,29099.39,16948.0,1991.8359999999998,57961212.58003999,19.74025974025974,8.508732646663683,0.00029240244028014615,67510.5848,Lower relative profit,Lower relative profit/ha
306,Maharashtra,Nashik,2014,Rabi,Maize,442.76,32.3,37.1,Laterite,Tube Well,79.3,14.79,1334.35,1.71,55545.82,39040.0,2281.7385,126741036.00806999,29.257691010604415,17.10976082491486,0.0003080296739685338,94983.3522,Lower relative profit,Lower relative profit/ha
312,Maharashtra,Nagpur,2014,Zaid,Rice,923.17,19.3,40.4,Alluvial,Drip,340.24,31.8,1721.17,2.14,46740.07,33151.0,3683.3038000000006,172157877.44326603,19.26073542996915,9.000343658864086,0.000192561621299756,100023.74980000002,Lower relative profit,Lower relative profit/ha
315,Maharashtra,Nagpur,2014,Kharif,Cotton,1945.68,20.8,64.6,Sandy,Sprinkler,155.29,53.75,474.67,1.75,12987.41,10858.0,830.6725,10788284.333225,22.87483936208313,13.071336778333217,0.0010064621643832924,22727.9675,Lower relative profit,Lower relative profit/ha
319,Maharashtra,Nagpur,2014,Zaid,Wheat,1603.45,28.4,78.5,Red,Rain-fed,205.24,55.48,4419.6,1.49,46371.81,59479.0,6585.204000000001,305367828.69924,13.458005249343831,9.032218288150222,0.00019477821305983575,69093.9969,Lower relative profit,Lower relative profit/ha
321,Maharashtra,Nagpur,2014,Kharif,Wheat,1303.31,20.8,44.1,Black,Tube Well,80.84,40.39,1136.43,2.56,31197.82,44142.0,2909.2608,90762594.771456,38.84269158681133,15.172926401098175,0.00048634572547370857,79866.4192,Lower relative profit,Moderate relative profit/ha
329,Maharashtra,Aurangabad,2014,Zaid,Rice,1335.57,25.5,46.3,Laterite,Sprinkler,371.71,27.49,622.26,4.31,43024.62,28464.0,2681.9406,115389475.177572,45.742937035965674,10.613210449179972,0.00024667761038168313,185436.1122,Lower relative profit,Moderate relative profit/ha
333,Maharashtra,Aurangabad,2014,Kharif,Barley,2075.23,26.0,71.1,Black,Sprinkler,164.59,57.99,381.57,6.85,21289.37,33832.0,2613.7545,55645186.639665,88.66525146106875,12.943832330083028,0.0006079950853446123,145832.1845,Lower relative profit,Higher relative profit/ha
339,Maharashtra,Aurangabad,2014,Kharif,Sugarcane,917.12,26.0,76.2,Black,Tube Well,186.8,35.5,974.58,3.49,23584.01,46724.0,3401.2842000000005,80215920.58564201,47.94270352356912,13.737164333400894,0.0005824778879164695,82308.1949,Lower relative profit,Moderate relative profit/ha
348,Maharashtra,Kolhapur,2014,Kharif,Maize,2162.87,23.7,52.9,Black,Rain-fed,254.18,47.61,2289.96,1.77,44524.18,51223.0,4053.2292,180466706.48205602,22.36851298712641,12.637577958828482,0.0002838362875819045,78807.79860000001,Lower relative profit,Lower relative profit/ha
349,Maharashtra,Kolhapur,2014,Zaid,Barley,1536.29,29.4,81.7,Laterite,Rain-fed,78.54,13.91,1218.27,3.51,27441.89,45646.0,4276.1277,117345025.96935299,37.46788478744449,10.674611050553986,0.00038898964504828157,96321.0339,Lower relative profit,Moderate relative profit/ha
354,Maharashtra,Kolhapur,2014,Kharif,Pulses,1266.97,22.5,39.9,Red,Rain-fed,173.15,27.67,863.02,1.28,39735.76,17214.0,1104.6656,43894727.161856,19.946235313202475,15.582996338439433,0.000392165554111446,50861.772800000006,Lower relative profit,Lower relative profit/ha
357,Maharashtra,Kolhapur,2014,Zaid,Cotton,1567.22,28.6,49.8,Sandy,Tube Well,125.2,8.77,769.46,2.01,36133.18,19375.0,1546.6145999999999,55884103.732428,25.179996361084395,12.52736137367383,0.00034669966423309074,72627.6918,Lower relative profit,Lower relative profit/ha
358,Maharashtra,Kolhapur,2014,Kharif,Sugarcane,977.16,21.0,88.3,Black,Canal,58.85,58.48,1482.36,2.11,35236.08,25279.0,3127.7795999999994,110210692.20796798,17.053212445020105,8.082091206170666,0.0002293697598078636,74348.12879999999,Lower relative profit,Lower relative profit/ha
362,Karnataka,Bengaluru,2014,Kharif,Rice,855.96,30.8,45.9,Red,Sprinkler,405.01,52.5,1167.16,2.02,45544.18,26512.0,2357.6632,107377837.160176,22.71496624284588,11.245032793488061,0.0002469038369663931,91999.24359999999,Lower relative profit,Lower relative profit/ha
368,Karnataka,Bengaluru,2014,Kharif,Millets,1778.32,21.1,50.6,Alluvial,Drip,213.92,22.71,571.66,6.01,14320.19,59704.99999999999,3435.6766,49199541.690554,104.44145121225903,17.377945293221135,0.0012135275644541822,86064.3419,Lower relative profit,Higher relative profit/ha
375,Karnataka,Bengaluru,2014,Zaid,Maize,2188.14,24.0,51.5,Sandy,Sprinkler,138.75,52.06,206.34,7.2,48555.12,15985.0,1485.6480000000001,72135816.91776001,77.469225550063,10.759614659730971,0.0002215958823648458,349596.86400000006,Lower relative profit,Moderate relative profit/ha
376,Karnataka,Bengaluru,2014,Zaid,Maize,569.72,27.2,43.6,Black,Canal,156.0,53.93,1324.3,3.07,27916.03,55719.00000000001,4065.6009999999997,113495439.48402998,42.07430340557276,13.704984822662139,0.0004909360257408428,85702.21209999999,Lower relative profit,Moderate relative profit/ha
380,Karnataka,Mysuru,2014,Zaid,Rice,799.75,23.8,56.7,Laterite,Drip,102.88,9.54,2900.06,1.56,33157.14,40042.0,4524.0936,150006004.868304,13.807300538609546,8.850833678595862,0.00026693598056394075,51725.1384,Lower relative profit,Lower relative profit/ha
391,Karnataka,Mysuru,2014,Kharif,Maize,1174.12,36.2,77.4,Red,Drip,312.49,36.07,874.43,1.7,40246.96,22587.0,1486.531,59828353.69576,25.830541038162004,15.194435904801178,0.00037753002723189973,68419.832,Lower relative profit,Lower relative profit/ha
394,Karnataka,Mysuru,2014,Rabi,Millets,1681.63,25.5,81.9,Laterite,Drip,246.58,12.56,1046.97,1.44,52520.56,12287.0,1507.6368,79181929.01260799,11.735770843481665,8.149840863528935,0.00015517429485765072,75629.60639999999,Lower relative profit,Lower relative profit/ha
398,Karnataka,Hubli,2014,Zaid,Barley,929.96,36.4,72.9,Sandy,Drip,411.47,30.5,3265.9,1.86,38534.86,59516.99999999999,6074.5740000000005,234082858.64964002,18.223766802412808,9.797724087318713,0.00025425612256846695,71674.8396,Lower relative profit,Lower relative profit/ha
409,Karnataka,Hubli,2014,Zaid,Barley,1145.27,24.7,65.8,Sandy,Rain-fed,305.0,5.62,1085.82,3.26,53880.36,39213.0,3539.7731999999996,190724254.334352,36.11372050616124,11.077828376123081,0.00020560048923435332,175649.9736,Lower relative profit,Lower relative profit/ha
414,Karnataka,Hubli,2014,Kharif,Sugarcane,1345.18,21.5,55.6,Black,Rain-fed,64.96,16.12,553.76,4.89,54348.34,46168.0,2707.8864,147169130.748576,83.3718578445536,17.0494596819128,0.0003137070917329361,265763.38259999995,Lower relative profit,Moderate relative profit/ha
416,Karnataka,Belagavi,2014,Zaid,Barley,1684.62,28.4,35.2,Red,Canal,422.93,42.79,3012.01,1.84,36744.42,46894.0,5542.098400000001,203641191.290928,15.569005414988661,8.46141598640688,0.00023027757647030165,67609.7328,Lower relative profit,Lower relative profit/ha
426,Karnataka,Belagavi,2014,Zaid,Sugarcane,1870.66,35.7,84.7,Laterite,Drip,304.45,5.01,818.95,2.29,40156.56,22317.0,1875.3955,75309431.91948,27.250747908907748,11.899889916553601,0.0002963373833952311,91958.52239999999,Lower relative profit,Lower relative profit/ha
428,Karnataka,Belagavi,2014,Rabi,Barley,1925.75,35.1,38.4,Alluvial,Drip,410.43,58.23,104.13,5.29,63870.9,5011.0,550.8477,35183138.361930005,48.12253913377509,9.096888305061453,0.00014242618007670867,337877.06100000005,Lower relative profit,Moderate relative profit/ha
436,Karnataka,Mangalore,2014,Rabi,Millets,1440.65,29.5,71.1,Red,Drip,166.7,45.56,233.76,4.74,18721.53,9716.0,1108.0224,20743874.602272,41.563997262149215,8.768775793702366,0.00046837922935264185,88740.0522,Lower relative profit,Moderate relative profit/ha
439,Karnataka,Mangalore,2014,Zaid,Maize,779.54,32.7,54.0,Sandy,Drip,306.9,46.55,668.37,2.42,33133.47,17814.0,1617.4554,53591909.972238004,26.652901835809505,11.013595799921283,0.00033240091665380305,80182.99740000001,Lower relative profit,Lower relative profit/ha
441,Karnataka,Mangalore,2014,Zaid,Pulses,2121.13,26.6,85.5,Black,Sprinkler,393.34,23.42,1408.73,1.92,46680.19,32218.0,2704.7616,126258785.392704,22.870244830450122,11.911585849192772,0.000255174322323726,89625.9648,Lower relative profit,Lower relative profit/ha
442,Karnataka,Mangalore,2014,Zaid,Sugarcane,1335.91,31.6,89.6,Laterite,Rain-fed,175.31,5.58,141.53,1.7,33796.18,3189.0,240.601,8131394.70418,22.5323253020561,13.25430900120947,0.0003921836432759404,57453.506,Lower relative profit,Lower relative profit/ha
444,Karnataka,Mangalore,2014,Kharif,Maize,1076.73,33.3,70.6,Laterite,Rain-fed,371.28,15.16,643.14,2.55,27612.14,23952.0,1640.0069999999998,45284102.88497999,37.242280063438756,14.604815711152455,0.000528927338161854,70410.957,Lower relative profit,Moderate relative profit/ha
445,Karnataka,Mangalore,2014,Rabi,Barley,1646.0,31.4,77.4,Red,Drip,152.93,47.94,1458.71,1.66,32595.29,43488.0,2421.4586,78928145.289994,29.81264267743417,17.95942329965914,0.0005509821602955255,54108.1814,Lower relative profit,Lower relative profit/ha
